country,Year,Education,Jobs,Population
Italy,1999,11.1,0.478,193
Italy,2000,11.2,0.478,193
Italy,2001,11.3,0.48,193
Italy,2002,11.3,0.484,194
Italy,2003,11.4,0.488,196
Italy,2004,11.5,0.496,197
Italy,2005,11.6,0.49,198
Italy,2006,11.6,0.489,199
Italy,2007,11.7,0.486,200
Italy,2008,11.8,0.489,200
Italy,2009,11.8,0.483,201
Jamaica,1990,10.2,0.694,234
Jamaica,1991,9.7,0.689,225
Jamaica,1992,9.8,0.693,227
Jamaica,1993,9.9,0.696,229
Jamaica,1994,10.1,0.699,232
Jamaica,1995,10.2,0.694,234
Jamaica,1997,10.4,0.681,239
Jamaica,1998,10.5,0.672,241
Jamaica,1999,10.7,0.67,243
Jamaica,2000,10.8,0.667,245
Jamaica,2001,10.9,0.665,247
Jamaica,2002,11,0.662,249
Jamaica,2003,11.1,0.659,250
Jamaica,2004,11.2,0.659,252
Jamaica,2005,11.3,0.659,253
Jamaica,2006,11.3,0.66,254
Jamaica,2007,11.4,0.661,256
Jamaica,2008,11.5,0.662,257
Jamaica,2009,11.6,0.663,258
Japan,1990,12.4,0.636,347
Japan,1991,12,0.639,343
Japan,1992,12.1,0.642,344
Japan,1993,12.2,0.64,345
Japan,1994,12.3,0.638,346
Japan,1995,12.4,0.636,347
Japan,1997,12.6,0.639,348
Japan,1998,12.7,0.635,349
Japan,1999,12.7,0.63,349
Japan,2000,12.8,0.626,350
Japan,2001,12.9,0.622,350
Japan,2002,13,0.615,351
Japan,2003,13.1,0.612,351
Japan,2004,13.1,0.607,352
Japan,2005,13.2,0.606,352
Japan,2006,13.2,0.605,352
Japan,2007,13.3,0.607,352
Japan,2008,13.4,0.606,353
Japan,2009,13.4,0.604,353
Jordan,1990,8.9,0.426,51.7
Jordan,1991,8,0.412,42.4
Jordan,1992,8.2,0.411,44.8
Jordan,1993,8.4,0.417,47.3
Jordan,1994,8.7,0.422,49.7
Jordan,1995,8.9,0.426,51.7
Jordan,1997,9.4,0.425,54.6
Jordan,1998,9.6,0.423,55.7
Jordan,1999,9.8,0.422,56.7
Jordan,2000,10,0.42,57.7
Jordan,2001,10.2,0.419,58.8
Jordan,2002,10.4,0.415,59.9
Jordan,2003,10.6,0.409,61.2
Jordan,2004,10.8,0.409,62.9
Jordan,2005,11,0.409,64.9
Jordan,2006,11.1,0.407,67.5
Jordan,2007,11.3,0.42,70.5
Jordan,2008,11.5,0.418,73.9
Jordan,2009,11.6,0.426,77.6
Kazakhstan,1990,10.8,0.716,5.87
Kazakhstan,1991,10.3,0.712,6.06
Kazakhstan,1992,10.4,0.712,6.04
Kazakhstan,1993,10.6,0.713,5.99
Kazakhstan,1994,10.7,0.715,5.93
Kazakhstan,1995,10.8,0.716,5.87
Kazakhstan,1997,11.1,0.714,5.71
Kazakhstan,1998,11.2,0.714,5.63
Kazakhstan,1999,11.3,0.713,5.56
Kazakhstan,2000,11.4,0.71,5.53
Kazakhstan,2001,11.5,0.706,5.52
Kazakhstan,2002,11.6,0.702,5.55
Kazakhstan,2003,11.7,0.698,5.59
Kazakhstan,2004,11.8,0.692,5.65
Kazakhstan,2005,11.9,0.695,5.71
Kazakhstan,2006,12,0.697,5.76
Kazakhstan,2007,12.1,0.7,5.82
Kazakhstan,2008,12.2,0.703,5.88
Kazakhstan,2009,12.2,0.7,5.94
Kenya,1990,5.9,0.726,48.8
Kenya,1991,5.2,0.736,43.1
Kenya,1992,5.4,0.734,44.5
Kenya,1993,5.6,0.731,45.9
Kenya,1994,5.7,0.728,47.4
Kenya,1995,5.9,0.726,48.8
Kenya,1997,6.3,0.721,51.7
Kenya,1998,6.5,0.72,53.2
Kenya,1999,6.7,0.718,54.6
Kenya,2000,6.9,0.708,56.2
Kenya,2001,7.1,0.697,57.7
Kenya,2002,7.3,0.685,59.3
Kenya,2003,7.4,0.673,60.9
Kenya,2004,7.6,0.661,62.6
Kenya,2005,7.8,0.648,64.4
Kenya,2006,8,0.65,66.2
Kenya,2007,8.1,0.653,68
Kenya,2008,8.3,0.656,69.9
Kenya,2009,8.5,0.658,71.9
Kuwait,1990,7.2,0.681,90.1
Kuwait,1991,6.5,0.646,114
Kuwait,1992,6.7,0.65,107
Kuwait,1993,6.8,0.658,99.5
Kuwait,1994,7,0.669,93.1
Kuwait,1995,7.2,0.681,90.1
Kuwait,1997,7.5,0.674,96
Kuwait,1998,7.7,0.672,103
Kuwait,1999,7.8,0.671,110
Kuwait,2000,8,0.673,115
Kuwait,2001,8.2,0.67,118
Kuwait,2002,8.3,0.672,120
Kuwait,2003,8.5,0.676,121
Kuwait,2004,8.6,0.68,123
Kuwait,2005,8.8,0.685,127
Kuwait,2006,8.9,0.684,133
Kuwait,2007,9.1,0.684,141
Kuwait,2008,9.2,0.687,149
Kuwait,2009,9.3,0.694,158
Kyrgyz Republic,1990,10.7,0.644,23.8
Kyrgyz Republic,1991,10.2,0.626,23
Kyrgyz Republic,1992,10.4,0.631,23.2
Kyrgyz Republic,1993,10.5,0.636,23.4
Kyrgyz Republic,1994,10.6,0.642,23.6
Kyrgyz Republic,1995,10.7,0.644,23.8
Kyrgyz Republic,1997,10.9,0.642,24.5
Kyrgyz Republic,1998,11,0.642,25
Kyrgyz Republic,1999,11.1,0.642,25.3
Kyrgyz Republic,2000,11.2,0.642,25.7
Kyrgyz Republic,2001,11.3,0.643,25.9
Kyrgyz Republic,2002,11.4,0.644,26
Kyrgyz Republic,2003,11.5,0.64,26.1
Kyrgyz Republic,2004,11.6,0.637,26.3
Kyrgyz Republic,2005,11.7,0.648,26.5
Kyrgyz Republic,2006,11.8,0.657,26.7
Kyrgyz Republic,2007,11.8,0.651,27
Kyrgyz Republic,2008,11.9,0.645,27.4
Kyrgyz Republic,2009,12,0.638,27.8
Lao,1990,2.8,0.81,21
Lao,1991,2.4,0.812,19
Lao,1992,2.5,0.812,19.5
Lao,1993,2.6,0.812,20
Lao,1994,2.7,0.811,20.5
Lao,1995,2.8,0.81,21
Lao,1997,3,0.807,21.9
Lao,1998,3.2,0.805,22.3
Lao,1999,3.3,0.803,22.7
Lao,2000,3.4,0.801,23.1
Lao,2001,3.5,0.799,23.4
Lao,2002,3.6,0.796,23.8
Lao,2003,3.7,0.794,24.2
Lao,2004,3.8,0.791,24.5
Lao,2005,3.9,0.788,24.9
Lao,2006,4,0.786,25.3
Lao,2007,4.2,0.784,25.8
Lao,2008,4.3,0.783,26.2
Lao,2009,4.4,0.781,26.6
Latvia,1990,11.4,0.602,40.3
Latvia,1991,11.1,0.612,42.6
Latvia,1992,11.2,0.61,42.1
Latvia,1993,11.3,0.608,41.5
Latvia,1994,11.4,0.605,40.9
Latvia,1995,11.4,0.602,40.3
Latvia,1997,11.6,0.599,39.4
Latvia,1998,11.7,0.588,39.1
Latvia,1999,11.7,0.575,38.7
Latvia,2000,11.8,0.561,38.3
Latvia,2001,11.9,0.563,37.9
Latvia,2002,11.9,0.578,37.5
Latvia,2003,12,0.57,37.1
Latvia,2004,12.1,0.573,36.6
Latvia,2005,12.1,0.573,36.2
Latvia,2006,12.2,0.59,35.8
Latvia,2007,12.2,0.602,35.3
Latvia,2008,12.3,0.615,34.9
Latvia,2009,12.3,0.601,34.5
Lebanon,1990,8.4,0.437,345
Lebanon,1991,7.6,0.439,286
Lebanon,1992,7.8,0.439,301
Lebanon,1993,8,0.439,317
Lebanon,1994,8.2,0.437,333
Lebanon,1995,8.4,0.437,345
Lebanon,1997,8.8,0.439,358
Lebanon,1998,9,0.439,361
Lebanon,1999,9.2,0.442,366
Lebanon,2000,9.3,0.445,376
Lebanon,2001,9.5,0.449,390
Lebanon,2002,9.7,0.453,409
Lebanon,2003,9.9,0.457,429
Lebanon,2004,10,0.459,447
Lebanon,2005,10.2,0.462,459
Lebanon,2006,10.3,0.464,465
Lebanon,2007,10.5,0.466,466
Lebanon,2008,10.6,0.462,466
Lebanon,2009,10.8,0.459,470
Lesotho,1990,7.5,0.748,62.5
Lesotho,1991,6.9,0.755,57.4
Lesotho,1992,7,0.753,58.7
Lesotho,1993,7.2,0.751,60
Lesotho,1994,7.3,0.75,61.3
Lesotho,1995,7.5,0.748,62.5
Lesotho,1997,7.8,0.746,64.8
Lesotho,1998,7.9,0.744,65.8
Lesotho,1999,8.1,0.743,66.5
Lesotho,2000,8.2,0.736,67
Lesotho,2001,8.4,0.729,67.1
Lesotho,2002,8.5,0.723,66.9
Lesotho,2003,8.7,0.716,66.5
Lesotho,2004,8.8,0.71,66.1
Lesotho,2005,8.9,0.704,65.7
Lesotho,2006,9.1,0.698,65.5
Lesotho,2007,9.2,0.692,65.4
Lesotho,2008,9.4,0.687,65.5
Lesotho,2009,9.5,0.682,65.6
Liberia,1990,2.2,0.572,21.2
Liberia,1991,1.9,0.565,21.2
Liberia,1992,1.9,0.569,20.8
Liberia,1993,2,0.571,20.5
Liberia,1994,2.1,0.572,20.6
Liberia,1995,2.2,0.572,21.2
Liberia,1997,2.4,0.561,24.2
Liberia,1998,2.5,0.558,26.1
Liberia,1999,2.5,0.556,28
Liberia,2000,2.6,0.552,29.6
Liberia,2001,2.7,0.553,30.7
Liberia,2002,2.8,0.554,31.4
Liberia,2003,2.9,0.559,31.9
Liberia,2004,3,0.56,32.6
Liberia,2005,3.1,0.561,33.4
Liberia,2006,3.2,0.562,34.6
Liberia,2007,3.3,0.562,35.9
Liberia,2008,3.4,0.563,37.5
Liberia,2009,3.5,0.564,39
Lithuania,1990,11.7,0.618,57.9
Lithuania,1991,11.4,0.624,59
Lithuania,1992,11.5,0.622,58.8
Lithuania,1993,11.6,0.621,58.6
Lithuania,1994,11.7,0.619,58.2
Lithuania,1995,11.7,0.618,57.9
Lithuania,1997,11.9,0.612,57.1
Lithuania,1998,12,0.609,56.7
Lithuania,1999,12.1,0.611,56.3
Lithuania,2000,12.1,0.601,55.9
Lithuania,2001,12.2,0.587,55.4
Lithuania,2002,12.3,0.581,55
Lithuania,2003,12.3,0.601,54.5
Lithuania,2004,12.4,0.571,53.9
Lithuania,2005,12.5,0.562,53.4
Lithuania,2006,12.5,0.552,52.7
Lithuania,2007,12.6,0.556,52
Lithuania,2008,12.6,0.559,51.3
Lithuania,2009,12.6,0.567,50.5
Luxembourg,1990,10.2,0.503,158
Luxembourg,1991,9.8,0.519,149
Luxembourg,1992,9.9,0.527,151
Luxembourg,1993,10,0.521,153
Luxembourg,1994,10.1,0.521,155
Luxembourg,1995,10.2,0.503,158
Luxembourg,1997,10.4,0.51,162
Luxembourg,1998,10.5,0.512,164
Luxembourg,1999,10.6,0.521,167
Luxembourg,2000,10.7,0.534,168
Luxembourg,2001,10.8,0.528,170
Luxembourg,2002,10.9,0.539,171
Luxembourg,2003,11,0.532,173
Luxembourg,2004,11.1,0.541,174
Luxembourg,2005,11.2,0.548,177
Luxembourg,2006,11.2,0.553,180
Luxembourg,2007,11.3,0.55,183
Luxembourg,2008,11.4,0.55,187
Luxembourg,2009,11.4,0.573,192
Madagascar,1990,3.9,0.865,23.2
Madagascar,1991,3.5,0.866,20.5
Madagascar,1992,3.6,0.866,21.1
Madagascar,1993,3.7,0.866,21.8
Madagascar,1994,3.8,0.865,22.5
Madagascar,1995,3.9,0.865,23.2
Madagascar,1997,4.1,0.866,24.7
Madagascar,1998,4.2,0.866,25.5
Madagascar,1999,4.3,0.866,26.3
Madagascar,2000,4.4,0.866,27.1
Madagascar,2001,4.5,0.867,27.9
Madagascar,2002,4.6,0.867,28.8
Madagascar,2003,4.8,0.867,29.7
Madagascar,2004,4.9,0.867,30.6
Madagascar,2005,5,0.866,31.5
Madagascar,2006,5.1,0.872,32.5
Madagascar,2007,5.2,0.878,33.4
Madagascar,2008,5.3,0.883,34.4
Madagascar,2009,5.4,0.887,35.4
Malawi,1990,3.3,0.772,104
Malawi,1991,2.9,0.772,102
Malawi,1992,3,0.772,103
Malawi,1993,3.1,0.771,103
Malawi,1994,3.2,0.771,103
Malawi,1995,3.3,0.772,104
Malawi,1997,3.6,0.773,109
Malawi,1998,3.7,0.773,112
Malawi,1999,3.8,0.774,115
Malawi,2000,3.9,0.774,118
Malawi,2001,4.1,0.773,121
Malawi,2002,4.2,0.773,124
Malawi,2003,4.4,0.772,127
Malawi,2004,4.5,0.771,130
Malawi,2005,4.6,0.771,134
Malawi,2006,4.8,0.771,138
Malawi,2007,4.9,0.772,142
Malawi,2008,5.1,0.772,146
Malawi,2009,5.2,0.773,150
Malaysia,1990,8.5,0.618,62.4
Malaysia,1991,7.6,0.623,56.4
Malaysia,1992,7.8,0.622,57.8
Malaysia,1993,8.1,0.621,59.3
Malaysia,1994,8.3,0.62,60.8
Malaysia,1995,8.5,0.618,62.4
Malaysia,1997,8.9,0.616,65.6
Malaysia,1998,9.1,0.619,67.3
Malaysia,1999,9.3,0.618,69
Malaysia,2000,9.5,0.617,70.6
Malaysia,2001,9.7,0.616,72.2
Malaysia,2002,9.9,0.615,73.7
Malaysia,2003,10.1,0.613,75.2
Malaysia,2004,10.3,0.612,76.7
Malaysia,2005,10.5,0.611,78.2
Malaysia,2006,10.6,0.61,79.8
Malaysia,2007,10.8,0.607,81.3
Malaysia,2008,11,0.601,82.9
Malaysia,2009,11.2,0.604,84.4
Maldives,1990,4.7,0.509,847
Maldives,1991,4.4,0.497,766
Maldives,1992,4.4,0.5,788
Maldives,1993,4.5,0.503,809
Maldives,1994,4.6,0.506,829
Maldives,1995,4.7,0.509,847
Maldives,1997,4.8,0.521,879
Maldives,1998,4.9,0.528,895
Maldives,1999,5,0.535,912
Maldives,2000,5.1,0.543,931
Maldives,2001,5.1,0.559,954
Maldives,2002,5.2,0.577,981
Maldives,2003,5.3,0.597,1010
Maldives,2004,5.4,0.618,1040
Maldives,2005,5.5,0.639,1070
Maldives,2006,5.6,0.657,1090
Maldives,2007,5.7,0.656,1120
Maldives,2008,5.8,0.657,1140
Maldives,2009,5.9,0.659,1180
Mali,1990,1,0.505,7.86
Mali,1991,0.8,0.505,7.08
Mali,1992,0.9,0.505,7.25
Mali,1993,0.9,0.505,7.45
Mali,1994,1,0.505,7.65
Mali,1995,1,0.505,7.86
Mali,1997,1.1,0.506,8.27
Mali,1998,1.1,0.507,8.49
Mali,1999,1.2,0.507,8.72
Mali,2000,1.2,0.508,8.97
Mali,2001,1.3,0.509,9.24
Mali,2002,1.3,0.511,9.52
Mali,2003,1.3,0.512,9.82
Mali,2004,1.4,0.514,10.1
Mali,2005,1.4,0.537,10.5
Mali,2006,1.5,0.56,10.8
Mali,2007,1.5,0.583,11.2
Mali,2008,1.6,0.606,11.6
Mali,2009,1.6,0.628,12
Mauritania,1990,1.8,0.519,2.24
Mauritania,1991,1.4,0.522,2.03
Mauritania,1992,1.5,0.521,2.08
Mauritania,1993,1.6,0.521,2.13
Mauritania,1994,1.7,0.521,2.19
Mauritania,1995,1.8,0.519,2.24
Mauritania,1997,2,0.518,2.36
Mauritania,1998,2.1,0.518,2.42
Mauritania,1999,2.2,0.516,2.49
Mauritania,2000,2.3,0.516,2.55
Mauritania,2001,2.4,0.514,2.62
Mauritania,2002,2.5,0.512,2.7
Mauritania,2003,2.6,0.51,2.77
Mauritania,2004,2.7,0.508,2.85
Mauritania,2005,2.8,0.506,2.93
Mauritania,2006,2.9,0.504,3.02
Mauritania,2007,3,0.502,3.11
Mauritania,2008,3.2,0.501,3.2
Mauritania,2009,3.3,0.499,3.29
Mauritius,1990,7.5,0.599,556
Mauritius,1991,6.7,0.599,526
Mauritius,1992,6.9,0.599,533
Mauritius,1993,7.1,0.599,541
Mauritius,1994,7.3,0.599,549
Mauritius,1995,7.5,0.599,556
Mauritius,1997,8,0.598,569
Mauritius,1998,8.2,0.598,574
Mauritius,1999,8.4,0.599,579
Mauritius,2000,8.6,0.6,584
Mauritius,2001,8.8,0.601,588
Mauritius,2002,8.9,0.596,592
Mauritius,2003,9.1,0.59,596
Mauritius,2004,9.3,0.583,599
Mauritius,2005,9.5,0.587,602
Mauritius,2006,9.7,0.584,605
Mauritius,2007,9.8,0.578,608
Mauritius,2008,10,0.577,610
Mauritius,2009,10.1,0.576,613
Mexico,1990,7.6,0.598,47.2
Mexico,1991,7,0.587,44
Mexico,1992,7.1,0.593,44.8
Mexico,1993,7.3,0.6,45.6
Mexico,1994,7.5,0.599,46.4
Mexico,1995,7.6,0.598,47.2
Mexico,1997,8,0.613,48.7
Mexico,1998,8.1,0.612,49.4
Mexico,1999,8.3,0.604,50.1
Mexico,2000,8.5,0.603,50.9
Mexico,2001,8.6,0.597,51.6
Mexico,2002,8.8,0.599,52.3
Mexico,2003,8.9,0.594,53
Mexico,2004,9.1,0.607,53.8
Mexico,2005,9.3,0.61,54.5
Mexico,2006,9.4,0.618,55.3
Mexico,2007,9.6,0.619,56.2
Mexico,2008,9.7,0.617,57
Mexico,2009,9.8,0.616,57.9
Moldova,1990,11.3,0.513,132
Moldova,1991,10.9,0.5,133
Moldova,1992,11,0.502,133
Moldova,1993,11.1,0.501,133
Moldova,1994,11.2,0.513,133
Moldova,1995,11.3,0.513,132
Moldova,1997,11.5,0.51,130
Moldova,1998,11.6,0.511,130
Moldova,1999,11.7,0.511,129
Moldova,2000,11.8,0.509,128
Moldova,2001,11.8,0.505,127
Moldova,2002,11.9,0.502,127
Moldova,2003,12,0.5,127
Moldova,2004,12.1,0.498,127
Moldova,2005,12.1,0.485,127
Moldova,2006,12.2,0.471,126
Moldova,2007,12.3,0.457,126
Moldova,2008,12.3,0.443,125
Moldova,2009,12.4,0.429,125
Mongolia,1990,8.9,0.596,1.48
Mongolia,1991,8.5,0.577,1.43
Mongolia,1992,8.6,0.586,1.44
Mongolia,1993,8.7,0.592,1.46
Mongolia,1994,8.8,0.595,1.47
Mongolia,1995,8.9,0.596,1.48
Mongolia,1997,9.1,0.599,1.5
Mongolia,1998,9.2,0.6,1.52
Mongolia,1999,9.3,0.602,1.53
Mongolia,2000,9.4,0.603,1.54
Mongolia,2001,9.4,0.603,1.56
Mongolia,2002,9.5,0.601,1.57
Mongolia,2003,9.6,0.598,1.59
Mongolia,2004,9.7,0.594,1.61
Mongolia,2005,9.8,0.593,1.63
Mongolia,2006,9.8,0.591,1.65
Mongolia,2007,9.9,0.59,1.67
Mongolia,2008,10,0.59,1.69
Mongolia,2009,10,0.591,1.72
Montenegro,1990,10.1,0.526,46.1
Montenegro,1991,9.6,0.53,45.8
Montenegro,1992,9.7,0.53,45.9
Montenegro,1993,9.9,0.529,46
Montenegro,1994,10,0.528,46.1
Montenegro,1995,10.1,0.526,46.1
Montenegro,1997,10.4,0.522,46
Montenegro,1998,10.5,0.519,45.8
Montenegro,1999,10.6,0.517,45.7
Montenegro,2000,10.7,0.514,45.6
Montenegro,2001,10.8,0.512,45.6
Montenegro,2002,10.9,0.51,45.6
Montenegro,2003,11.1,0.509,45.7
Montenegro,2004,11.2,0.508,45.7
Montenegro,2005,11.3,0.506,45.8
Montenegro,2006,11.3,0.505,45.9
Montenegro,2007,11.4,0.503,46.1
Montenegro,2008,11.5,0.5,46.2
Montenegro,2009,11.6,0.498,46.3
Morocco,1990,2.7,0.514,60.5
Morocco,1991,2.3,0.509,56.6
Morocco,1992,2.4,0.512,57.6
Morocco,1993,2.5,0.514,58.6
Morocco,1994,2.6,0.509,59.6
Morocco,1995,2.7,0.514,60.5
Morocco,1997,2.9,0.511,62.2
Morocco,1998,3,0.508,63
Morocco,1999,3.1,0.509,63.8
Morocco,2000,3.3,0.51,64.5
Morocco,2001,3.4,0.508,65.3
Morocco,2002,3.5,0.504,66
Morocco,2003,3.6,0.509,66.7
Morocco,2004,3.7,0.51,67.5
Morocco,2005,3.8,0.508,68.2
Morocco,2006,4,0.504,69
Morocco,2007,4.1,0.502,69.8
Morocco,2008,4.2,0.499,70.7
Morocco,2009,4.3,0.499,71.5
Mozambique,1990,1.8,0.839,19.7
Mozambique,1991,1.5,0.846,16.9
Mozambique,1992,1.6,0.843,17.6
Mozambique,1993,1.6,0.841,18.3
Mozambique,1994,1.7,0.84,19
Mozambique,1995,1.8,0.839,19.7
Mozambique,1997,1.9,0.839,20.9
Mozambique,1998,2,0.845,21.4
Mozambique,1999,2.1,0.85,21.9
Mozambique,2000,2.1,0.853,22.5
Mozambique,2001,2.2,0.855,23.2
Mozambique,2002,2.3,0.856,23.9
Mozambique,2003,2.3,0.857,24.6
Mozambique,2004,2.4,0.854,25.3
Mozambique,2005,2.5,0.851,26.1
Mozambique,2006,2.6,0.847,26.8
Mozambique,2007,2.6,0.841,27.6
Mozambique,2008,2.7,0.835,28.3
Mozambique,2009,2.8,0.827,29.1
Myanmar,1990,4.8,0.727,67.2
Myanmar,1991,4.3,0.734,64.1
Myanmar,1992,4.4,0.731,64.9
Myanmar,1993,4.5,0.73,65.7
Myanmar,1994,4.7,0.728,66.4
Myanmar,1995,4.8,0.727,67.2
Myanmar,1997,5,0.724,68.9
Myanmar,1998,5.2,0.723,69.8
Myanmar,1999,5.3,0.72,70.7
Myanmar,2000,5.4,0.716,71.5
Myanmar,2001,5.6,0.712,72.3
Myanmar,2002,5.7,0.709,73
Myanmar,2003,5.8,0.704,73.7
Myanmar,2004,6,0.7,74.3
Myanmar,2005,6.1,0.695,74.9
Myanmar,2006,6.2,0.691,75.5
Myanmar,2007,6.4,0.686,76
Myanmar,2008,6.5,0.682,76.4
Myanmar,2009,6.6,0.678,76.9
Namibia,1990,6.7,0.56,1.98
Namibia,1991,6.1,0.566,1.79
Namibia,1992,6.2,0.565,1.84
Namibia,1993,6.4,0.566,1.89
Namibia,1994,6.6,0.566,1.93
Namibia,1995,6.7,0.56,1.98
Namibia,1997,7,0.548,2.06
Namibia,1998,7.2,0.553,2.1
Namibia,1999,7.4,0.559,2.14
Namibia,2000,7.5,0.564,2.18
Namibia,2001,7.7,0.568,2.22
Namibia,2002,7.8,0.571,2.25
Namibia,2003,8,0.574,2.28
Namibia,2004,8.1,0.577,2.32
Namibia,2005,8.3,0.579,2.35
Namibia,2006,8.4,0.581,2.39
Namibia,2007,8.5,0.583,2.44
Namibia,2008,8.7,0.585,2.48
Namibia,2009,8.8,0.587,2.53
Nepal,1990,1.6,0.862,151
Nepal,1991,1.2,0.855,135
Nepal,1992,1.3,0.857,139
Nepal,1993,1.4,0.859,143
Nepal,1994,1.5,0.861,147
Nepal,1995,1.6,0.862,151
Nepal,1997,1.7,0.861,158
Nepal,1998,1.9,0.861,161
Nepal,1999,2,0.86,164
Nepal,2000,2.1,0.857,167
Nepal,2001,2.2,0.855,170
Nepal,2002,2.3,0.852,172
Nepal,2003,2.4,0.849,175
Nepal,2004,2.5,0.846,177
Nepal,2005,2.7,0.842,180
Nepal,2006,2.8,0.838,182
Nepal,2007,2.9,0.834,184
Nepal,2008,3,0.83,186
Nepal,2009,3.2,0.831,188
Netherlands,1990,10.5,0.584,459
Netherlands,1991,10.1,0.569,447
Netherlands,1992,10.2,0.572,450
Netherlands,1993,10.3,0.575,453
Netherlands,1994,10.4,0.581,456
Netherlands,1995,10.5,0.584,459
Netherlands,1997,10.7,0.602,464
Netherlands,1998,10.9,0.61,467
Netherlands,1999,11,0.618,470
Netherlands,2000,11.1,0.628,472
Netherlands,2001,11.2,0.635,475
Netherlands,2002,11.3,0.641,478
Netherlands,2003,11.4,0.641,480
Netherlands,2004,11.5,0.643,483
Netherlands,2005,11.6,0.644,485
Netherlands,2006,11.7,0.647,488
Netherlands,2007,11.8,0.656,490
Netherlands,2008,11.9,0.662,491
Netherlands,2009,11.9,0.664,493
New Zealand,1990,11.7,0.642,14
New Zealand,1991,11.2,0.634,13.1
New Zealand,1992,11.3,0.63,13.3
New Zealand,1993,11.4,0.629,13.5
New Zealand,1994,11.6,0.637,13.8
New Zealand,1995,11.7,0.642,14
New Zealand,1997,12,0.649,14.3
New Zealand,1998,12.1,0.644,14.4
New Zealand,1999,12.2,0.645,14.5
New Zealand,2000,12.3,0.647,14.7
New Zealand,2001,12.4,0.654,14.8
New Zealand,2002,12.6,0.661,15.1
New Zealand,2003,12.7,0.658,15.3
New Zealand,2004,12.8,0.664,15.5
New Zealand,2005,12.9,0.672,15.7
New Zealand,2006,13,0.677,15.9
New Zealand,2007,13.1,0.68,16.1
New Zealand,2008,13.2,0.679,16.2
New Zealand,2009,13.3,0.675,16.4
Nicaragua,1990,6,0.588,38.7
Nicaragua,1991,5.5,0.601,35.5
Nicaragua,1992,5.6,0.598,36.3
Nicaragua,1993,5.8,0.595,37.1
Nicaragua,1994,5.9,0.591,37.9
Nicaragua,1995,6,0.588,38.7
Nicaragua,1997,6.3,0.599,40.1
Nicaragua,1998,6.4,0.605,40.8
Nicaragua,1999,6.5,0.61,41.5
Nicaragua,2000,6.6,0.618,42.1
Nicaragua,2001,6.8,0.619,42.8
Nicaragua,2002,6.9,0.621,43.4
Nicaragua,2003,7,0.622,44
Nicaragua,2004,7.1,0.623,44.6
Nicaragua,2005,7.2,0.625,45.2
Nicaragua,2006,7.3,0.627,45.8
Nicaragua,2007,7.4,0.631,46.5
Nicaragua,2008,7.5,0.635,47.1
Nicaragua,2009,7.6,0.64,47.7
Niger,1990,0.7,0.784,7.49
Niger,1991,0.6,0.786,6.54
Niger,1992,0.6,0.786,6.76
Niger,1993,0.6,0.785,6.99
Niger,1994,0.6,0.785,7.24
Niger,1995,0.7,0.784,7.49
Niger,1997,0.8,0.785,8.04
Niger,1998,0.8,0.785,8.33
Niger,1999,0.8,0.786,8.63
Niger,2000,0.9,0.787,8.95
Niger,2001,0.9,0.788,9.28
Niger,2002,1,0.789,9.62
Niger,2003,1,0.789,9.98
Niger,2004,1,0.79,10.4
Niger,2005,1.1,0.79,10.8
Niger,2006,1.1,0.791,11.2
Niger,2007,1.2,0.791,11.6
Niger,2008,1.2,0.791,12
Niger,2009,1.3,0.792,12.5
Nigeria,1990,4.3,0.557,119
Nigeria,1991,3.7,0.564,107
Nigeria,1992,3.8,0.563,110
Nigeria,1993,4,0.561,113
Nigeria,1994,4.1,0.559,116
Nigeria,1995,4.3,0.557,119
Nigeria,1997,4.6,0.554,125
Nigeria,1998,4.8,0.553,128
Nigeria,1999,4.9,0.552,131
Nigeria,2000,5.1,0.55,134
Nigeria,2001,5.2,0.551,138
Nigeria,2002,5.4,0.551,141
Nigeria,2003,5.5,0.55,145
Nigeria,2004,5.7,0.547,149
Nigeria,2005,5.8,0.548,152
Nigeria,2006,6,0.548,157
Nigeria,2007,6.1,0.548,161
Nigeria,2008,6.2,0.549,165
Nigeria,2009,6.4,0.549,169
North Macedonia,1990,9.4,0.547,78.6
North Macedonia,1991,8.8,0.553,79
North Macedonia,1992,8.9,0.553,78.9
North Macedonia,1993,9.1,0.552,78.7
North Macedonia,1994,9.3,0.55,78.6
North Macedonia,1995,9.4,0.547,78.6
North Macedonia,1997,9.7,0.541,79.3
North Macedonia,1998,9.8,0.535,79.8
North Macedonia,1999,10,0.531,80.3
North Macedonia,2000,10.1,0.531,80.7
North Macedonia,2001,10.2,0.532,81
North Macedonia,2002,10.4,0.533,81.2
North Macedonia,2003,10.5,0.535,81.4
North Macedonia,2004,10.6,0.512,81.6
North Macedonia,2005,10.7,0.528,81.7
North Macedonia,2006,10.8,0.54,81.8
North Macedonia,2007,10.9,0.544,81.9
North Macedonia,2008,11.1,0.55,82
North Macedonia,2009,11.2,0.554,82
Norway,1990,12.9,0.632,12
Norway,1991,12.3,0.619,11.7
Norway,1992,12.4,0.618,11.8
Norway,1993,12.6,0.616,11.8
Norway,1994,12.7,0.621,11.9
Norway,1995,12.9,0.632,12
Norway,1997,13.1,0.659,12.1
Norway,1998,13.2,0.669,12.2
Norway,1999,13.3,0.667,12.2
Norway,2000,13.5,0.67,12.3
Norway,2001,13.6,0.669,12.4
Norway,2002,13.7,0.671,12.4
Norway,2003,13.7,0.658,12.5
